City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,rikitea,-23.1203,-134.9692,26.72,76,31,3.74,PF,1680314883
1,san luis,-33.295,-66.3356,12.65,49,0,3.67,AR,1680314601
2,ust-maya,60.4167,134.5333,-0.65,99,100,1.45,RU,1680314885
3,thompson,55.7435,-97.8558,-8.91,79,100,3.09,CA,1680314885
4,lyantonde,-0.4031,31.1572,15.82,95,56,1.37,UG,1680314885
5,hilo,19.7297,-155.09,25.85,78,75,7.2,US,1680314701
6,mataura,-46.1927,168.8643,20.62,50,3,1.47,NZ,1680314886
7,east london,-33.0153,27.9116,17.06,78,0,2.12,ZA,1680314886
8,severo-kurilsk,50.6789,156.125,0.97,70,14,4.5,RU,1680314887
9,kavieng,-2.5744,150.7967,27.52,78,98,3.39,PG,1680314887
10,new norfolk,-42.7826,147.0587,16.51,52,98,0.89,AU,1680314888
11,jamestown,42.097,-79.2353,11.77,87,100,5.66,US,1680314632
12,acapulco,16.8634,-99.8901,27.9,69,75,2.57,MX,1680314649
13,butaritari,3.0707,172.7902,27.34,75,100,2.63,KI,1680314889
14,chokurdakh,70.6333,147.9167,-26.71,93,99,3.93,RU,1680314889
15,nome,64.5011,-165.4064,-4.91,73,0,6.69,US,1680314889
16,atuona,-9.8,-139.0333,27.31,72,7,5.25,PF,1680314749
17,coos bay,43.3665,-124.2179,10.17,93,100,4.63,US,1680314890
18,puerto escondido,15.85,-97.0667,29.46,61,40,0.0,MX,1680314890
19,barcelos,41.5388,-8.6151,14.36,93,94,1.08,PT,1680314891
20,hermanus,-34.4187,19.2345,15.45,87,0,3.72,ZA,1680314891
21,ushuaia,-54.8,-68.3,8.81,61,20,2.57,AR,1680314891
22,saint-joseph,-21.3667,55.6167,24.21,81,14,4.03,RE,1680314891
23,saskylakh,71.9167,114.0833,-20.47,91,73,4.93,RU,1680314892
24,san patricio,28.017,-97.5169,25.66,84,98,5.4,US,1680314892
25,lebu,-37.6167,-73.65,11.06,81,6,2.79,CL,1680314892
26,hasaki,35.7333,140.8333,20.22,65,0,6.54,JP,1680314758
27,yellowknife,62.456,-114.3525,-15.8,54,100,7.6,CA,1680314893
28,hay river,60.8156,-115.7999,-8.02,79,100,4.63,CA,1680314894
29,bima,-8.4667,118.7167,28.39,79,100,1.74,ID,1680314894
30,ancud,-41.8697,-73.8203,12.69,71,100,8.23,CL,1680314895
31,faanui,-16.4833,-151.75,28.41,68,100,3.1,PF,1680314895
32,bacalar,18.6667,-88.3833,24.21,78,14,3.07,MX,1680314895
33,ambon,-3.6954,128.1814,31.08,74,40,2.06,ID,1680314896
34,prachuap khiri khan,12.2167,99.75,29.11,47,8,1.3,TH,1680314896
35,flinders,-34.5833,150.8552,16.95,77,100,6.17,AU,1680314867
36,adrar,20.5022,-10.0711,22.78,9,0,5.95,MR,1680314896
37,okha,53.5739,142.9478,1.64,93,73,5.0,RU,1680314896
38,hithadhoo,-0.6,73.0833,27.84,76,11,3.01,MV,1680314897
39,cape town,-33.9258,18.4232,18.54,77,2,6.71,ZA,1680314715
40,antofagasta,-23.65,-70.4,20.6,89,37,1.45,CL,1680314898
41,nanortalik,60.1432,-45.2371,-5.18,88,31,2.01,GL,1680314751
42,talnakh,69.4865,88.3972,-13.77,91,100,8.57,RU,1680314899
43,port alfred,-33.5906,26.891,16.09,79,0,2.75,ZA,1680314899
44,conceicao do araguaia,-8.2578,-49.2647,23.04,94,98,1.03,BR,1680314899
45,sterling,39.0062,-77.4286,15.55,78,75,8.05,US,1680314700
46,aguimes,27.9054,-15.4461,20.92,46,0,7.72,ES,1680314900
47,kahului,20.8947,-156.47,29.01,65,40,6.69,US,1680314900
48,arica,-18.475,-70.3042,23.75,73,0,0.0,CL,1680314900
49,soyo,-6.1349,12.3689,25.8,86,99,1.5,AO,1680314901
50,port elizabeth,-33.918,25.5701,14.06,79,2,1.34,ZA,1680314901
51,noumea,-22.2763,166.4572,30.99,70,24,3.97,NC,1680314884
52,spas-klepiki,55.1347,40.1767,-0.05,96,57,1.98,RU,1680314902
53,puerto cabezas,14.0351,-83.3888,24.72,79,10,4.64,NI,1680314902
54,ghanzi,-21.5667,21.7833,22.4,51,91,5.42,BW,1680314903
55,kloulklubed,7.0419,134.2556,28.28,68,36,0.77,PW,1680314903
56,kintampo,8.0563,-1.7306,24.74,69,100,2.29,GH,1680314904
57,lagoa,39.05,-27.9833,15.77,90,100,3.65,PT,1680314904
58,hobart,-42.8794,147.3294,16.7,56,75,5.66,AU,1680314244
59,vaini,-21.2,-175.2,29.09,74,20,4.63,TO,1680314905
60,riyadh,24.6877,46.7219,15.08,30,10,6.07,SA,1680314905
61,kununurra,-15.7667,128.7333,33.99,52,82,1.54,AU,1680314905
62,victoria,22.2855,114.1577,21.78,90,99,4.47,HK,1680314841
63,dikson,73.5069,80.5464,-9.72,93,100,11.23,RU,1680314906
64,alofi,-19.0595,-169.9187,27.09,76,9,6.43,NU,1680314906
65,comodoro rivadavia,-45.8667,-67.5,16.92,20,0,6.69,AR,1680314656
66,cherskiy,68.75,161.3,-15.24,90,100,8.57,RU,1680314908
67,kodiak,57.79,-152.4072,1.73,55,75,10.8,US,1680314909
68,ilulissat,69.2167,-51.1,-17.99,78,6,2.57,GL,1680314910
69,uribia,11.7139,-72.266,26.25,67,97,10.0,CO,1680314910
70,natal,-5.795,-35.2094,24.36,94,20,1.54,BR,1680314910
71,punta arenas,-53.15,-70.9167,5.06,70,0,3.09,CL,1680314911
72,bluff,-46.6,168.3333,16.27,71,10,1.03,NZ,1680314911
73,nuevo progreso,23.1667,-97.95,25.5,65,97,2.24,MX,1680314911
74,provideniya,64.3833,-173.3,-5.86,91,50,3.24,RU,1680314911
75,christchurch,-43.5333,172.6333,22.96,79,48,6.69,NZ,1680314449
76,mount gambier,-37.8333,140.7667,14.38,50,97,4.13,AU,1680314912
77,narsaq,60.9167,-46.05,-2.88,69,32,3.1,GL,1680314912
78,hauzenberg,48.65,13.6333,7.53,90,100,6.31,DE,1680314913
79,olafsvik,64.8945,-23.7142,3.06,90,100,5.04,IS,1680314913
80,grindavik,63.8424,-22.4338,3.26,81,75,3.09,IS,1680314913
81,tuatapere,-46.1333,167.6833,17.17,73,63,1.89,NZ,1680314913
82,ladario,-19.0047,-57.6017,23.83,87,30,0.84,BR,1680314914
83,raver,21.25,76.0333,23.87,36,5,1.01,IN,1680314914
84,ixtapa,20.7,-105.2,23.57,69,75,2.06,MX,1680314914
85,tibati,6.4667,12.6333,21.91,70,60,0.98,CM,1680314914
86,abashiri,44.0213,144.2697,2.27,86,100,9.73,JP,1680314480
87,arraial do cabo,-22.9661,-42.0278,23.8,84,100,3.46,BR,1680314753
88,kapaa,22.0752,-159.319,24.99,88,100,7.72,US,1680314916
89,qasigiannguit,68.8193,-51.1922,-17.86,87,17,2.24,GL,1680314916
90,khatanga,71.9667,102.5,-14.1,95,100,7.0,RU,1680314916
91,kenai,60.5544,-151.2583,3.05,48,40,4.63,US,1680314917
92,kalmunai,7.4167,81.8167,26.62,78,2,1.18,LK,1680314808
93,arrecife,28.963,-13.5477,19.99,64,0,8.23,ES,1680314917
94,tuktoyaktuk,69.4541,-133.0374,-18.63,91,6,5.76,CA,1680314917
95,castro,-24.7911,-50.0119,17.23,85,0,1.38,BR,1680314918
96,fairbanks,64.8378,-147.7164,-3.55,68,100,3.09,US,1680314919
97,upernavik,72.7868,-56.1549,-30.16,99,35,3.74,GL,1680314919
98,bakel,14.905,-12.4568,29.14,9,4,4.44,SN,1680314919
99,puerto ayora,-0.7393,-90.3518,27.53,91,43,3.13,EC,1680314920
100,esperance,-33.8667,121.9,20.78,60,100,6.78,AU,1680314921
101,korla,41.7597,86.1469,9.54,18,5,6.2,CN,1680314697
102,boyuibe,-20.4167,-63.2833,19.52,98,100,2.29,BO,1680314921
103,cabo san lucas,22.8909,-109.9124,26.17,55,75,3.09,MX,1680314667
104,nagato,34.3833,131.2,17.94,54,8,2.97,JP,1680314812
105,sao francisco de assis,-29.5503,-55.1311,18.53,90,17,4.65,BR,1680314922
106,georgetown,5.4112,100.3354,30.96,70,20,2.06,MY,1680314713
107,cayenne,4.9333,-52.3333,25.02,83,75,1.54,GF,1680314922
108,bengkulu,-3.8004,102.2655,25.2,84,99,1.41,ID,1680314923
109,busselton,-33.65,115.3333,21.72,59,20,5.19,AU,1680314923
110,albany,42.6001,-73.9662,6.24,82,100,0.45,US,1680314754
111,ribeira grande,38.5167,-28.7,17.1,97,100,6.26,PT,1680314923
112,arman,59.7,150.1667,-0.54,86,100,3.08,RU,1680314924
113,brewer,44.7967,-68.7614,1.73,80,100,4.12,US,1680314924
114,kanye,-24.9667,25.3327,14.21,88,44,4.98,BW,1680314924
115,sabha,27.0377,14.4283,16.2,15,0,2.52,LY,1680314925
116,nokaneng,-19.6667,22.2667,21.96,60,8,2.22,BW,1680314925
117,brae,60.3964,-1.353,6.08,82,96,0.83,GB,1680314925
118,bambous virieux,-20.3428,57.7575,26.23,81,13,4.86,MU,1680314926
119,ponta do sol,32.6667,-17.1,18.96,45,0,2.72,PT,1680314926
120,bredasdorp,-34.5322,20.0403,15.45,90,3,1.93,ZA,1680314926
121,waingapu,-9.6567,120.2641,28.09,71,100,0.81,ID,1680314926
122,barrow,71.2906,-156.7887,-14.99,85,100,2.57,US,1680314652
123,pangnirtung,66.1451,-65.7125,-19.52,88,12,3.18,CA,1680314927
124,bethel,41.3712,-73.414,8.75,75,100,0.0,US,1680314927
125,chengdu,30.6667,104.0667,18.36,66,1,0.1,CN,1680314656
126,huarmey,-10.0681,-78.1522,25.42,82,95,3.66,PE,1680314927
127,ramsar,36.9226,50.6426,9.02,94,93,3.21,IR,1680314928
128,leningradskiy,69.3833,178.4167,-12.89,93,100,2.31,RU,1680314928
129,tazovskiy,67.4667,78.7,-5.69,93,100,10.27,RU,1680314929
130,mahebourg,-20.4081,57.7,26.25,81,11,4.89,MU,1680314929
131,howard springs,-12.497,131.047,33.32,71,99,3.43,AU,1680314929
132,salinas,36.6777,-121.6555,14.05,67,0,3.6,US,1680314929
133,miri,4.4148,114.0089,24.46,90,100,1.6,MY,1680314930
134,teluknaga,-6.0989,106.6381,28.13,100,40,4.12,ID,1680314930
135,mawlaik,23.6333,94.4167,26.55,47,100,0.71,MM,1680314931
136,skibbereen,51.55,-9.2667,9.5,87,60,6.33,IE,1680314931
137,salalah,17.0151,54.0924,27.05,78,40,2.57,OM,1680314931
138,halifax,44.6453,-63.5724,1.92,85,100,0.45,CA,1680314931
139,aklavik,68.2191,-135.0107,-11.17,93,100,1.63,CA,1680314932
140,komsomolskiy,40.4272,71.7189,14.4,62,94,2.06,UZ,1680314933
141,ugoofaaru,5.6667,73.0,28.25,65,72,3.48,MV,1680314933
142,ambilobe,-13.2,49.05,23.04,95,100,0.83,MG,1680314933
143,nikolskoye,59.7035,30.7861,-1.06,98,100,3.0,RU,1680314934
144,pacific grove,36.6177,-121.9166,13.55,72,20,2.57,US,1680314934
145,lorengau,-2.0226,147.2712,27.11,81,100,2.04,PG,1680314934
146,ambulu,-8.345,113.6058,26.6,71,100,0.77,ID,1680314935
147,quatre cocos,-20.2078,57.7625,26.16,81,17,4.85,MU,1680314935
148,maralal,1.0968,36.698,15.13,75,95,1.15,KE,1680314936
149,codrington,-38.2667,141.9667,14.57,52,100,5.55,AU,1680314936
150,lantawan,10.6167,123.9833,28.26,64,73,2.59,PH,1680314936
151,gamba,-2.65,10.0,23.64,93,100,0.79,GA,1680314936
152,paraiso,9.8383,-83.8656,17.71,100,75,2.09,CR,1680314937
153,mongo,12.1844,18.693,27.04,16,93,2.61,TD,1680314937
154,tura,25.5198,90.2201,20.74,77,100,0.78,IN,1680314937
155,odweyne,9.4092,45.064,25.65,48,90,3.66,SO,1680314937
156,lappersdorf,49.0569,12.09,10.49,81,100,1.79,DE,1680314938
157,neepawa,50.2289,-99.4664,-11.95,91,15,1.45,CA,1680314938
158,ivaipora,-24.2478,-51.6847,19.5,86,0,1.41,BR,1680314938
159,tiksi,71.6872,128.8694,-22.62,88,100,5.28,RU,1680314939
160,chuy,-33.6971,-53.4616,14.42,58,20,6.55,UY,1680314939
161,cidreira,-30.1811,-50.2056,21.56,82,85,8.44,BR,1680314940
162,pevek,69.7008,170.3133,-11.91,94,100,4.66,RU,1680314940
163,geraldton,-28.7667,114.6,25.23,69,40,2.57,AU,1680314941
164,avarua,-21.2078,-159.775,28.03,83,100,2.06,CK,1680314942
165,bintulu,3.1667,113.0333,24.61,86,100,1.91,MY,1680314942
166,hamilton,39.1834,-84.5333,16.53,88,75,6.69,US,1680314718
167,suba,10.8438,121.0102,27.68,79,39,7.33,PH,1680314943
168,port lincoln,-34.7333,135.8667,16.4,56,92,6.07,AU,1680314944
169,henties bay,-22.116,14.2845,14.08,94,19,0.31,NA,1680314944
170,bubaque,11.2833,-15.8333,25.0,79,8,7.34,GW,1680314945
171,punta alta,-38.8759,-62.0736,12.26,60,100,4.22,AR,1680314945
172,palafrugell,41.9174,3.1631,16.37,49,100,0.89,ES,1680314710
173,sakakah,29.9697,40.2064,9.15,45,0,3.5,SA,1680314946
174,port hardy,50.6996,-127.4199,4.83,91,100,3.94,CA,1680314946
175,qaanaaq,77.484,-69.3632,-27.08,69,6,2.54,GL,1680314946
176,saint-pierre,-21.3393,55.4781,24.82,78,0,1.54,RE,1680314699
177,ambunti,-4.2365,142.8448,27.78,80,100,0.56,PG,1680314947
178,gravdal,68.1214,13.5031,0.99,64,100,5.8,NO,1680314947
179,chirongui,-12.9319,45.1483,27.96,74,100,4.56,YT,1680314947
180,nioro,13.35,-15.75,25.46,56,48,2.35,GM,1680314948
181,madhugiri,13.6606,77.2092,25.03,35,61,1.52,IN,1680314949
182,pozo colorado,-23.4923,-58.7972,26.86,64,97,1.76,PY,1680314949
183,chapleau,47.8405,-83.4034,-1.96,96,100,4.69,CA,1680314950
184,saint-leu,-21.15,55.2833,24.48,92,7,2.64,RE,1680314860
185,porto novo,6.4965,2.6036,26.68,79,100,2.79,BJ,1680314722
186,palma,39.5694,2.6502,16.7,70,0,4.63,ES,1680314733
187,lavrentiya,65.5833,-171.0,-9.14,84,17,2.84,RU,1680314951
188,jinotega,13.0917,-86.0018,19.74,65,59,4.22,NI,1680314952
189,vila velha,-20.3297,-40.2925,25.97,83,20,4.12,BR,1680314952
190,aksarka,66.5606,67.7975,-1.76,94,100,7.44,RU,1680314953
191,saint george,37.1041,-113.5841,14.41,34,0,2.57,US,1680314885
192,praxedis guerrero,31.3667,-106.0167,17.7,11,66,3.37,MX,1680314953
193,xifeng,42.7372,124.7222,19.01,22,0,6.91,CN,1680314953
194,pisco,-13.7,-76.2167,23.03,88,100,6.69,PE,1680314819
195,cody,44.5263,-109.0565,2.12,62,0,2.24,US,1680314954
196,tiarei,-17.5333,-149.3333,31.01,72,100,3.17,PF,1680314954
197,manapparai,10.6,78.4167,27.48,67,0,3.03,IN,1680314954
198,kaitangata,-46.2817,169.8464,15.52,88,24,2.47,NZ,1680314955
199,isangel,-19.55,169.2667,28.82,68,80,0.54,VU,1680314955
200,rio gallegos,-51.6226,-69.2181,7.03,81,0,4.12,AR,1680314955
201,quelimane,-17.8786,36.8883,22.95,81,100,1.35,MZ,1680314956
202,sioux falls,43.55,-96.7003,0.12,94,100,2.68,US,1680314956
203,valley city,46.9233,-98.0032,-4.71,80,0,9.77,US,1680314956
204,sindor,62.8629,51.8905,0.31,98,100,3.87,RU,1680314957
205,sao jose da coroa grande,-8.8978,-35.1478,24.54,79,10,0.98,BR,1680314957
206,eenhana,-17.4667,16.3333,19.16,77,12,2.28,NA,1680314957
207,haines junction,60.7522,-137.5108,0.26,76,100,0.19,CA,1680314957
208,buluang,13.3068,123.3425,30.72,57,56,0.44,PH,1680314957
209,tabas,33.5959,56.9244,18.93,34,10,1.37,IR,1680314958
210,saint-augustin,51.226,-58.6502,-1.14,86,37,3.06,CA,1680314958
211,whitehorse,60.7161,-135.0538,3.39,62,75,5.14,CA,1680314959
212,half moon bay,37.4636,-122.4286,13.63,65,0,6.69,US,1680314959
213,hambantota,6.1241,81.1185,25.19,100,40,1.03,LK,1680314875
214,thinadhoo,0.5333,72.9333,27.62,72,8,2.6,MV,1680314959
215,campo grande,-20.4428,-54.6464,20.75,94,75,8.75,BR,1680314777
216,muyezerskiy,63.9333,31.65,-3.5,94,100,1.36,RU,1680314960
217,buje,45.41,13.6619,9.79,77,75,1.54,HR,1680314700
218,hofn,64.2539,-15.2082,6.7,98,100,7.22,IS,1680314960
219,zabaykalsk,49.6333,117.3167,6.02,36,100,7.88,RU,1680314961
220,gisborne,-38.6533,178.0042,20.58,65,100,2.12,NZ,1680314865
221,tasiilaq,65.6145,-37.6368,-1.91,83,100,2.39,GL,1680314961
222,jiaocheng,24.6774,116.1389,19.25,96,100,0.63,CN,1680314961
223,krasnovishersk,60.4078,57.082,2.62,89,100,4.9,RU,1680314962
224,jalu,29.0331,21.5482,16.11,31,0,3.44,LY,1680314963
225,oschatz,51.3,13.1167,10.41,86,100,5.62,DE,1680314963
226,necochea,-38.5473,-58.7368,11.79,67,13,3.78,AR,1680314964
227,gorontalo,0.5412,123.0595,25.32,94,99,0.91,ID,1680314762
228,sitka,57.0531,-135.33,3.94,81,100,4.12,US,1680314964
229,osoyoos,49.0331,-119.4524,6.1,73,100,3.46,CA,1680314964
230,paka,4.6374,103.4368,29.1,65,37,0.95,MY,1680314712
231,tangkak,2.2673,102.5453,27.87,89,99,1.62,MY,1680314712
232,maputo,-25.9653,32.5892,21.82,91,40,2.06,MZ,1680314966
233,oranjemund,-28.55,16.4333,14.84,91,0,0.6,NA,1680314966
234,tikaitnagar,26.95,81.5833,20.41,71,100,2.22,IN,1680314966
235,lompoc,34.6391,-120.4579,14.32,77,0,5.66,US,1680314967
236,crossville,35.949,-85.0269,19.35,72,100,6.26,US,1680314769
237,carnarvon,-24.8667,113.6333,25.13,62,50,1.31,AU,1680314967
238,ovalle,-30.5983,-71.2003,20.53,58,5,1.11,CL,1680314923
239,palaikastron,35.2,26.25,13.3,80,2,2.79,GR,1680314968
240,evensk,61.95,159.2333,-2.65,88,100,1.08,RU,1680314968
241,xuddur,4.1213,43.8894,24.82,64,92,4.92,SO,1680314969
242,santa vitoria do palmar,-33.5189,-53.3681,14.2,60,10,6.46,BR,1680314969
243,barra do garcas,-15.89,-52.2567,23.61,74,11,0.71,BR,1680314969
244,saint-philippe,-21.3585,55.7679,24.77,84,25,5.25,RE,1680314969
245,mormugao,15.4,73.8,23.2,82,17,3.6,IN,1680314969
246,walvis bay,-22.9575,14.5053,14.31,93,28,0.12,NA,1680314970
247,denpasar,-8.65,115.2167,27.81,88,40,4.12,ID,1680314844
248,watertown,42.3709,-71.1828,5.19,90,100,6.69,US,1680314970
249,vostok,46.4856,135.8833,7.38,33,19,0.83,RU,1680314971
250,samarai,-10.6167,150.6667,29.28,72,100,4.45,PG,1680314971
251,tiznit,29.5833,-9.5,19.27,32,0,1.27,MA,1680314971
252,livani,56.3543,26.1758,1.32,99,100,1.2,LV,1680314972
253,sisophon,13.5859,102.9737,30.91,57,68,2.43,KH,1680314973
254,longyearbyen,78.2186,15.6401,-11.09,79,75,4.63,SJ,1680314764
255,sassandra,4.95,-6.0833,25.07,92,100,2.11,CI,1680314974
256,zambezi,-13.5432,23.1047,17.81,98,99,1.45,ZM,1680314974
257,boyolangu,-8.1181,111.8935,26.41,77,100,1.08,ID,1680314975
258,petatlan,17.5167,-101.2667,27.89,70,20,1.13,MX,1680314975
259,zachepylivka,49.1939,35.2394,4.9,89,100,6.68,UA,1680314975
260,shakawe,-18.3667,21.85,19.07,85,4,2.03,BW,1680314976
261,dongli,23.5656,116.8194,19.6,83,99,1.7,CN,1680314976
262,richards bay,-28.783,32.0377,19.65,93,49,1.45,ZA,1680314976
263,amarpur,25.0333,86.9,23.77,53,100,0.54,IN,1680314976
264,lima,-12.0432,-77.0282,26.06,78,20,7.2,PE,1680314857
265,vanimo,-2.6741,141.3028,26.9,85,100,0.69,PG,1680314977
266,imeni poliny osipenko,52.4201,136.4853,3.14,71,22,4.59,RU,1680314977
267,blackwater,-23.5833,148.8833,29.25,47,68,2.18,AU,1680314893
268,celestun,20.8667,-90.4,29.51,51,3,6.56,MX,1680314978
269,bognor regis,50.7821,-0.6798,10.79,93,100,8.68,GB,1680314978
270,north bend,43.4065,-124.2243,10.13,93,100,4.63,US,1680314978
271,taltal,-25.4,-70.4833,20.3,87,53,1.28,CL,1680314979
272,verkh-suetka,53.3,80.05,-7.99,79,6,2.72,RU,1680314979
273,viladecans,41.314,2.0143,14.99,86,20,2.57,ES,1680314979
274,chegdomyn,51.1167,133.0167,7.04,54,23,0.64,RU,1680314980
275,klaksvik,62.2266,-6.589,6.51,90,100,8.86,FO,1680314980
276,vestmannaeyjar,63.4427,-20.2734,5.13,68,100,4.34,IS,1680314980
277,sobolevo,54.4299,31.8996,2.27,98,100,3.72,RU,1680314981
278,luanda,-8.8368,13.2343,25.99,78,87,2.86,AO,1680314982
